N,T,As,Vs,GPSd,A7,V7,H7,S7,A8,V8,H8,S8,A5,V5,H5,S5,A6,V6,H6,S6,A3,V3,H3,S3,A4,V4,H4,S4,A1,V1,H1,S1,A2,V2,H2,S2
3208,130.2,0.153251,4.48,16923,27.654,-8.064,54.824,-0.246864,26.356,-10.56,-613.241,-0.196842,32.56,-8.568,57.2799,-0.170817,29.656,-7.368,-103.755,-0.298032,30.118,-10.392,17.4318,1.19791,32.252,-10.272,54.8349,-0.204003,29.194,-8.976,-262.413,-0.181378,29.832,-8.88,27.7589,-0.219803
3209,130.24,0.288789,4.48,16923,26.07,-8.064,53.6851,-0.246118,24.376,-10.704,-617.588,-0.196428,31.372,-7.944,54.8584,-0.169658,28.402,-7.416,-108.209,-0.298032,29.216,-10.248,18.2146,1.19898,31.24,-10.008,54.8349,-0.204252,27.962,-8.76,-262.413,-0.179887,28.798,-8.808,28.5647,-0.219554
3210,130.28,0.388969,4.48,16923,24.156,-7.968,54.824,-0.244794,22.176,-10.704,-616.139,-0.195766,29.92,-7.296,44.3654,-0.167919,26.862,-7.608,-116.004,-0.298032,28.05,-10.08,15.8661,1.19973,30.052,-9.768,54.8349,-0.204334,26.532,-8.616,-268.646,-0.178645,27.522,-8.64,22.9239,-0.218975
3211,130.32,0.477364,4.45,16923,22.044,-7.824,58.2408,-0.243469,19.91,-10.752,-616.139,-0.194938,28.05,-6.552,41.1368,-0.16618,25.146,-7.488,-116.004,-0.298032,26.664,-9.768,11.9519,1.19998,28.578,-9.48,53.3546,-0.203838,24.728,-8.28,-270.205,-0.177321,26.048,-8.568,22.1181,-0.218229
3212,130.36,0.536293,4.45,16923,19.558,-7.8,55.963,-0.24322,17.424,-10.848,-620.486,-0.194193,25.828,-6.096,39.5224,-0.165021,23.254,-7.464,-113.777,-0.298197,24.97,-9.384,14.3004,1.19998,26.84,-9.216,48.1736,-0.203672,22.792,-7.896,-267.088,-0.176327,24.442,-8.544,24.5356,-0.217236
3213,130.4,0.353612,4.44,16924,16.874,-7.824,52.5462,-0.244048,14.982,-10.968,-621.935,-0.194193,23.32,-5.784,37.101,-0.164524,21.12,-7.416,-116.004,-0.29828,22.902,-9.168,14.3004,1.19998,24.86,-8.808,45.9531,-0.203672,20.636,-7.56,-270.205,-0.175416,22.594,-8.544,22.1181,-0.215828
3214,130.44,0.447899,4.44,16924,14.124,-7.728,55.963,-0.245953,12.474,-10.968,-619.037,-0.194938,20.636,-5.544,41.9439,-0.16411,18.832,-7.344,-116.004,-0.29828,20.548,-9.168,11.169,1.1999,22.616,-8.376,47.4334,-0.203755,18.26,-7.248,-271.763,-0.175333,20.548,-8.4,17.2831,-0.214255
3215,130.48,0.618795,4.44,16924,11.264,-7.704,55.963,-0.249265,9.966,-10.992,-620.486,-0.196594,17.754,-5.376,46.7868,-0.163862,16.434,-6.936,-116.004,-0.29828,17.908,-9.192,9.60333,1.19998,20.108,-8.04,42.2524,-0.203755,15.576,-6.984,-273.322,-0.176079,18.238,-8.28,16.4772,-0.212433
3216,130.52,0.819156,4.46,16924,8.272,-7.728,52.5462,-0.254316,7.326,-10.968,-621.935,-0.199823,14.718,-5.256,47.594,-0.164193,13.794,-6.72,-119.345,-0.298611,14.982,-9.216,9.60333,1.19998,17.182,-7.704,37.8115,-0.204003,12.694,-6.672,-273.322,-0.178231,15.774,-8.232,15.6714,-0.210695
3217,130.56,1.14916,4.46,16924,5.324,-7.656,52.5462,-0.262596,4.62,-10.896,-621.935,-0.205371,11.594,-5.04,45.9797,-0.165518,11.066,-6.576,-123.799,-0.299853,11.792,-9.336,9.60333,1.19898,14.102,-7.464,37.0713,-0.204252,9.68,-6.384,-273.322,-0.183613,13.046,-8.208,14.0598,-0.210198
3218,130.6,1.12559,4.54,16925,2.288,-7.656,52.5462,-0.274602,1.694,-11.04,-624.833,-0.21423,8.404,-4.752,45.9797,-0.169658,8.096,-6.36,-124.913,-0.302917,8.404,-9.408,11.169,1.19484,10.912,-7.368,33.3706,-0.204914,6.512,-6.168,-276.438,-0.192473,10.186,-8.208,12.4481,-0.210612
3219,130.64,1.46738,4.54,16925,-0.836,-7.704,52.5462,-0.290665,-1.32,-11.112,-629.18,-0.226402,5.148,-4.512,42.7511,-0.177855,4.862,-6.336,-127.14,-0.308713,4.752,-9.552,10.3862,1.18598,7.502,-7.368,36.3312,-0.206073,3.19,-6.024,-279.555,-0.205059,7.084,-8.208,13.2539,-0.212599
3220,130.68,1.73256,4.54,16925,-3.96,-7.752,51.4073,-0.310868,-4.378,-11.184,-630.629,-0.243045,1.848,-4.32,39.5224,-0.190524,1.474,-6.264,-129.367,-0.318152,0.946,-9.696,11.169,1.17241,3.894,-7.32,37.8115,-0.209799,-0.264,-5.928,-277.997,-0.222115,3.916,-8.256,13.2539,-0.219554
3221,130.72,1.50274,4.57,16926,-7.106,-7.848,51.4073,-0.335377,-7.59,-11.304,-632.078,-0.264324,-1.562,-4.272,36.2938,-0.209236,-1.98,-6.216,-126.026,-0.331483,-2.948,-9.84,11.9519,1.1532,0.22,-7.296,37.8115,-0.218079,-3.828,-5.856,-277.997,-0.243892,0.616,-8.4,13.2539,-0.231974
3222,130.76,1.39667,4.57,16926,-10.318,-7.968,50.2684,-0.36444,-10.868,-11.424,-634.976,-0.289247,-4.994,-4.344,33.8724,-0.233828,-5.654,-6.24,-124.913,-0.349616,-7.018,-9.936,13.5176,1.12894,-3.542,-7.368,38.5516,-0.230499,-7.48,-5.856,-281.114,-0.270719,-2.75,-8.688,14.8656,-0.25019
3223,130.8,1.29059,4.72,16926,-13.618,-8.064,47.9905,-0.395821,-14.344,-11.424,-648.016,-0.318227,-8.47,-4.536,31.4509,-0.263884,-9.328,-6.336,-122.686,-0.372966,-11.22,-10.128,11.9519,1.09913,-7.326,-7.488,38.5516,-0.248632,-11.088,-5.832,-282.672,-0.301769,-6.248,-9.048,12.4481,-0.273705
3224,130.84,0.889871,4.72,16926,-17.05,-8.112,46.8516,-0.429355,-17.82,-11.136,-634.976,-0.350602,-11.968,-4.896,29.8366,-0.299074,-13.068,-6.48,-122.686,-0.402608,-15.642,-10.44,9.60333,1.06427,-11.264,-7.56,40.0319,-0.272065,-14.74,-5.976,-285.789,-0.337456,-9.856,-9.288,10.8364,-0.303348
3225,130.88,0.68951,4.72,16926,-20.702,-8.136,44.5738,-0.4638,-21.12,-10.032,-634.976,-0.385212,-15.4,-5.376,30.6437,-0.337328,-16.764,-6.816,-123.799,-0.436225,-20.086,-10.704,7.2548,1.02701,-15.202,-7.728,42.2524,-0.301045,-18.392,-6.048,-288.906,-0.377117,-13.596,-9.36,6.80726,-0.337461
3226,130.92,0.506829,4.75,16927,-24.266,-8.304,40.0181,-0.500066,-24.662,-9.696,-640.772,-0.421893,-18.964,-6,29.8366,-0.376658,-20.306,-6.984,-124.913,-0.474644,-24.442,-10.872,1.77487,0.988672,-18.942,-8.232,41.5122,-0.334744,-22.066,-6.024,-288.906,-0.421167,-17.38,-9.408,1.16644,-0.373479
3227,130.96,0.294682,4.75,16927,-27.808,-8.568,36.6013,-0.536167,-28.446,-9.192,-649.465,-0.461305,-22.506,-6.72,29.8366,-0.418472,-23.98,-7.056,-126.026,-0.514057,-28.688,-10.92,-5.27074,0.948846,-22.682,-8.688,40.7721,-0.372418,-25.696,-5.784,-290.464,-0.468611,-21.384,-9.48,-3.66855,-0.413886
3228,131,0.053071,4.84,16927,-31.306,-8.664,27.49,-0.571854,-32.208,-8.88,-649.465,-0.503037,-26.18,-7.44,29.0294,-0.461776,-27.434,-7.2,-129.367,-0.555871,-32.868,-10.464,-15.4477,0.908853,-26.598,-8.808,37.8115,-0.413736,-29.37,-5.496,-296.698,-0.519036,-25.234,-9.264,-7.69771,-0.456445
3229,131.04,-0.14729,4.84,16927,-34.562,-8.328,27.49,-0.606961,-35.97,-8.616,-645.118,-0.547335,-29.986,-8.088,29.0294,-0.50475,-30.822,-7.272,-129.367,-0.598099,-36.718,-9.528,-31.1047,0.869026,-30.492,-8.64,36.3312,-0.45704,-33.088,-4.944,-299.815,-0.572111,-29.26,-8.76,-1.25106,-0.500909
3230,131.08,-0.36533,4.84,16927,-37.906,-7.968,27.49,-0.642068,-39.754,-8.184,-642.22,-0.59362,-33.836,-8.568,25.8008,-0.546232,-34.298,-7.224,-123.799,-0.638754,-39.974,-8.4,-29.539,0.829448,-34.386,-8.232,34.1107,-0.501421,-36.96,-4.224,-307.607,-0.625765,-32.978,-8.376,-0.445224,-0.547856
3231,131.12,-0.966412,4.85,16928,-41.228,-7.512,20.6564,-0.675022,-43.054,-7.632,-653.812,-0.641313,-37.752,-8.736,22.5722,-0.587467,-37.444,-7.248,-120.458,-0.677753,-43.076,-6.888,-23.2762,0.790035,-38.126,-7.56,31.8903,-0.546961,-40.634,-3.48,-316.957,-0.678923,-36.652,-7.68,3.58394,-0.596543
3232,131.16,-1.815,4.85,16928,-44.242,-7.152,13.8229,-0.705493,-45.98,-6.864,-643.669,-0.688012,-41.734,-8.616,21.765,-0.625058,-40.722,-7.08,-119.345,-0.713108,-46.112,-5.352,-13.0992,0.753438,-41.668,-6.696,24.4888,-0.591176,-44,-2.616,-310.724,-0.728769,-40.37,-7.2,13.2539,-0.644318
3233,131.2,-2.96413,4.88,16928,-47.146,-6.816,28.6289,-0.73232,-48.95,-6.264,-627.731,-0.731068,-45.606,-8.232,16.9221,-0.657681,-43.648,-6.744,-111.55,-0.744407,-48.642,-5.616,-5.27074,0.723216,-44.726,-5.928,26.7092,-0.631334,-47.432,-2.208,-310.724,-0.77199,-43.582,-6.84,14.0598,-0.68961
3234,131.24,-3.742,4.88,16928,-49.984,-6.384,46.8516,-0.754014,-51.282,-6,-623.384,-0.764271,-48.752,-7.536,26.608,-0.684426,-46.266,-6.048,-118.231,-0.76875,-51.15,-5.904,10.3862,0.700942,-47.608,-4.728,39.2918,-0.665034,-50.578,-2.256,-288.906,-0.807263,-46.244,-6.36,26.9531,-0.729188
3235,131.28,-4.54933,4.88,16928,-52.536,-6.432,57.1019,-0.767841,-53.636,-6.288,-614.69,-0.786047,-51.172,-6.936,50.0155,-0.702807,-48.312,-4.896,-110.436,-0.786386,-53.328,-6.36,17.4318,0.68728,-50.028,-4.296,47.4334,-0.690288,-53.262,-2.616,-260.854,-0.830281,-48.246,-5.904,36.623,-0.759245
3236,131.32,-4.83809,4.89,16929,-54.78,-7.296,68.4911,-0.772561,-55.418,-6.912,-591.507,-0.794575,-52.558,-6.936,54.8584,-0.709597,-49.874,-4.752,-104.868,-0.795494,-55.132,-6.936,27.6088,0.683389,-51.898,-4.2,56.3152,-0.705606,-54.978,-3.384,-229.686,-0.841459,-49.632,-5.52,63.2155,-0.777875
3237,131.36,-4.45505,4.89,16929,-56.496,-8.736,86.7138,-0.768752,-55.748,-7.8,-574.119,-0.789442,-53.68,-7.704,91.1804,-0.706202,-50.952,-4.896,-95.9594,-0.796488,-56.122,-7.968,36.2201,0.68935,-52.756,-4.68,74.0788,-0.710408,-56.408,-5.088,-207.868,-0.840631,-50.886,-5.688,65.633,-0.784333
3238,131.4,-4.26058,4.89,16929,-57.574,-10.512,109.492,-0.75774,-55.572,-9.072,-537.895,-0.771971,-54.032,-8.856,101.673,-0.69254,-52.008,-5.52,-70.3469,-0.790526,-55.836,-9.624,64.4026,0.704668,-53.46,-5.616,103.685,-0.705523,-56.892,-7.32,-201.634,-0.827549,-51.172,-6.048,64.8272,-0.780359
3239,131.44,-5.05613,4.89,16929,-57.53,-12.408,99.2419,-0.739192,-54.582,-10.272,-559.629,-0.743902,-53.174,-10.032,108.938,-0.670184,-52.074,-6.984,-68.1197,-0.776367,-55.154,-11.64,84.7566,0.728515,-53.306,-7.152,102.945,-0.690453,-56.078,-9.768,-207.868,-0.804696,-50.71,-6.864,67.2447,-0.765041
3240,131.48,-5.87525,4.89,16929,-55.924,-13.92,78.7414,-0.712614,-52.382,-11.52,-543.691,-0.703909,-51.084,-11.64,95.2161,-0.63872,-51.48,-9.144,-100.414,-0.754508,-52.91,-13.608,100.413,0.762132,-51.788,-9.024,60.7561,-0.664537,-53.966,-11.856,-189.167,-0.768678,-49.17,-8.112,81.7496,-0.736806
3241,131.52,-3.67128,4.86,16930,-52.954,-15.048,155.049,-0.677424,-49.39,-12.648,-449.507,-0.65365,-48.048,-13.56,149.296,-0.598314,-49.478,-10.872,-58.0974,-0.723127,-49.742,-15.048,200.618,0.806098,-49.06,-10.848,110.346,-0.627277,-50.798,-13.68,-75.4022,-0.719247,-46.574,-9.768,121.235,-0.694661
3242,131.56,0.035392,4.86,16930,-48.554,-16.2,249.579,-0.634285,-45.958,-13.824,-326.345,-0.59569,-44.198,-15.696,313.955,-0.552194,-45.32,-12.696,59.9432,-0.6833,-46.398,-16.632,340.747,0.855861,-45.892,-12.432,248.014,-0.583227,-47.3,-15.168,69.5309,-0.657726,-43.296,-11.784,238.081,-0.642993
3243,131.6,0.937015,4.76,16931,-44.814,-16.848,398.778,-0.587172,-42.526,-14.88,-230.713,-0.534997,-40.018,-17.448,524.623,-0.506654,-41.294,-14.232,279.32,-0.640161,-42.834,-18.24,474.614,0.903471,-42.196,-13.656,419.729,-0.536694,-43.714,-16.296,203.555,-0.5919,-39.688,-13.848,398.442,-0.588842
3244,131.64,3.49456,4.76,16931,-41.074,-17.784,505.836,-0.540638,-38.808,-15.672,-146.673,-0.475547,-35.618,-19.104,675.561,-0.461197,-37.774,-15.504,428.541,-0.596112,-38.984,-19.56,592.824,0.947438,-38.61,-14.664,542.594,-0.489084,-39.952,-17.184,286.151,-0.528558,-35.86,-15.456,545.103,-0.533615
3245,131.68,2.35722,4.76,16931,-37.29,-18.432,561.643,-0.498327,-34.936,-16.08,-72.7753,-0.4233,-31.526,-19.848,744.169,-0.417561,-34.1,-16.632,494.243,-0.551648,-34.98,-20.328,660.148,0.986437,-34.958,-15.552,605.507,-0.443212,-36.168,-17.496,314.203,-0.474821,-31.966,-16.656,653.89,-0.482693
3246,131.72,1.47917,4.67,16931,-33.066,-19.272,611.756,-0.458169,-30.844,-16.512,-19.1634,-0.377677,-27.258,-20.736,765.155,-0.373677,-30.294,-17.568,532.105,-0.508344,-30.866,-20.856,691.462,1.02121,-31.174,-16.296,639.553,-0.399246,-32.142,-17.616,317.32,-0.426466,-27.896,-17.592,722.386,-0.433841
3247,131.76,2.00953,4.67,16931,-28.688,-19.896,659.591,-0.421986,-26.378,-17.04,27.2037,-0.335863,-22.638,-21.216,784.527,-0.327558,-26.158,-18.36,552.15,-0.468517,-26.532,-21.12,712.599,1.05475,-27.06,-16.872,668.419,-0.356438,-27.962,-17.616,317.32,-0.379353,-23.65,-18.336,761.872,-0.385982
3248,131.8,3.05848,4.57,16932,-24.024,-20.424,696.036,-0.385222,-21.582,-17.448,76.4686,-0.297444,-17.6,-21.312,816.813,-0.280196,-21.758,-19.032,558.831,-0.432582,-21.868,-21.144,742.347,1.08497,-22.77,-17.472,689.144,-0.316528,-23.584,-17.376,321.995,-0.334723,-19.008,-18.744,787.658,-0.341353
3249,131.84,4.18404,4.57,16932,-19.074,-20.808,719.953,-0.348708,-16.544,-17.736,105.448,-0.266725,-12.364,-21.216,835.377,-0.240038,-17.16,-19.344,541.014,-0.400952,-16.874,-20.976,764.267,1.10782,-18.128,-17.856,707.647,-0.280759,-18.898,-17.184,329.787,-0.293158,-14.146,-18.84,793.299,-0.303017
3250,131.88,4.83226,4.57,16932,-13.772,-20.928,722.231,-0.318651,-11.33,-17.736,108.346,-0.245529,-6.974,-21.048,834.57,-0.216357,-12.21,-19.44,518.742,-0.374456,-11.99,-20.592,748.61,1.12115,-13.046,-18.048,726.891,-0.251448,-13.64,-17.232,334.462,-0.259293,-9.174,-18.528,765.095,-0.275693
3251,131.92,4.84994,4.43,16932,-8.074,-20.88,706.286,-0.296792,-5.94,-17.52,82.2645,-0.234019,-1.584,-20.448,799.862,-0.20551,-6.754,-19.056,493.13,-0.356406,-6.908,-19.992,701.639,1.12637,-7.634,-18.192,739.474,-0.231658,-8.25,-17.232,300.177,-0.234039,-4.466,-17.664,689.347,-0.258801
3252,131.96,4.91476,4.43,16932,-2.332,-20.52,650.479,-0.281971,-0.22,-17.064,59.081,-0.229134,3.762,-19.344,726.411,-0.199383,-1.364,-18.12,469.744,-0.344648,-1.232,-19.56,636.663,1.13051,-2.09,-18.528,718.75,-0.221557,-2.772,-17.136,258.1,-0.222612,0.264,-16.824,591.035,-0.246547
3253,132,4.39618,4.39,16933,3.102,-19.704,566.199,-0.271786,5.632,-16.368,18.5098,-0.226236,8.954,-17.928,620.674,-0.197148,4.18,-17.088,431.882,-0.336782,4.312,-18.96,558.378,1.14177,3.41,-18.864,652.136,-0.218576,3.036,-16.824,244.074,-0.220294,5.236,-15.864,500.782,-0.240917
3254,132.04,4.36672,4.39,16933,8.404,-18.312,453.446,-0.263589,11.088,-15.408,-93.0609,-0.224497,13.838,-16.392,484.265,-0.196816,9.548,-15.912,372.862,-0.328916,9.9,-18.072,492.619,1.15974,8.91,-18.984,552.216,-0.217086,9.02,-16.08,225.373,-0.218969,10.296,-15.072,408.112,-0.238929
3255,132.08,3.89528,4.39,16933,13.376,-16.8,323.609,-0.257628,15.928,-14.424,-271.284,-0.224166,18.282,-14.688,320.412,-0.196651,14.718,-14.424,284.888,-0.319311,15.224,-16.896,396.329,1.17506,14.74,-18.864,439.713,-0.212035,14.674,-15.336,141.218,-0.215823,15.092,-14.184,286.431,-0.238019
3256,132.12,2.64597,4.4,16933,17.952,-15.168,190.356,-0.257545,20.306,-12.96,-462.548,-0.221682,22.462,-13.104,156.56,-0.195657,19.382,-12.528,145.69,-0.310783,19.91,-15.744,238.194,1.18259,20.24,-18.072,328.69,-0.206239,19.932,-14.328,14.9862,-0.212014,19.558,-12.96,153.469,-0.237025
3257,132.16,1.17863,4.4,16933,22.176,-13.392,98.103,-0.25978,24.596,-11.592,-579.915,-0.214644,26.752,-11.64,46.7868,-0.19309,23.364,-10.584,-42.5071,-0.304325,23.98,-14.544,68.3168,1.1859,25.08,-16.752,213.227,-0.20599,24.596,-13.2,-134.622,-0.208205,23.782,-11.76,47.9047,-0.235452
3258,132.2,0.90755,4.41,16934,26.048,-11.664,51.4073,-0.259366,28.512,-10.68,-632.078,-0.207109,30.184,-10.536,12.0792,-0.190358,26.95,-9.696,-147.185,-0.299688,27.016,-13.296,-17.0134,1.18739,28.754,-15.36,109.606,-0.204666,28.644,-12.288,-260.854,-0.205555,27.544,-10.8,9.22476,-0.232719
3259,132.24,-0.394795,4.41,16934,28.534,-10.272,37.7402,-0.257379,30.69,-10.704,-658.159,-0.201065,32.098,-10.728,-45.2288,-0.187957,29.678,-9.528,-162.775,-0.297287,29.106,-13.152,-55.3729,1.18863,31.196,-13.968,42.2524,-0.202844,31.35,-11.592,-309.165,-0.204727,29.964,-10.296,-6.08605,-0.229407
3260,132.28,0.795584,4.41,16934,30.602,-9.456,9.26724,-0.252908,33.022,-11.52,-661.057,-0.195435,34.848,-11.4,-1.64247,-0.18274,32.142,-9.648,-159.434,-0.294637,31.372,-13.224,-28.7561,1.19079,32.802,-12.696,25.9691,-0.200277,32.846,-11.016,-318.516,-0.201829,32.978,-10.608,-17.3677,-0.225102
